job_id,job_title,job_category,experience_level,education_required,required_skills,industry,remote_work,company_size,salary_tier,source_dataset
JOB1167,Deep Learning Engineer,AI Engineering,Entry (0-2 yrs),PhD,PyTorch|Neural Networks|GPU Computing|TensorFlow|CUDA|Git|Leadership,Automotive,On-site,SME (51-500),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB1168,Robotics Engineer (AI),Robotics,Entry (0-2 yrs),PhD,ROS|Simulation|C++|Control Systems|Python|Leadership|Cloud,Healthcare,Hybrid,SME (51-500),Mid ($100-150k),AI Engineering (Kaggle)
JOB1169,Data Scientist,Data Science,Lead (10+ yrs),Associate's,SQL|Scikit-learn|Python|Statistics|Leadership|SQL|Linux,Government,Fully Remote,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle)
JOB1170,AI Research Scientist,Research,Lead (10+ yrs),Bachelor's,PyTorch|Mathematics|Deep Learning|Statistics|SQL,Consulting,Hybrid,Startup (1-50),Senior ($200-300k),AI Engineering (Kaggle)
JOB1171,AI Engineer,AI Engineering,Lead (10+ yrs),Bachelor's,Cloud (AWS/GCP/Azure)|LLM Integration|Python|Docker|Cloud|Communication,Automotive,Fully Remote,Enterprise (5000+),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB1172,AI Product Manager,Product,Mid (3-5 yrs),Master's,Agile|AI Literacy|Stakeholder Mgmt|Product Strategy|Problem Solving,Technology,Fully Remote,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle)
JOB1173,Data Scientist,Data Science,Mid (3-5 yrs),PhD,Statistics|ML Algorithms|Data Visualization|Problem Solving|Agile|Statistics,Government,Hybrid,SME (51-500),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB1174,RAG Engineer,AI Engineering,Entry (0-2 yrs),Master's,Embeddings|Vector DBs|LLMs|Python|LangChain|Search Systems|Cloud,Education,Hybrid,Enterprise (5000+),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB1175,Robotics Engineer (AI),Robotics,Lead (10+ yrs),Master's,Simulation|Python|Computer Vision|Control Systems|C++|Problem Solving|Git,Retail,Hybrid,SME (51-500),Senior ($200-300k),AI Engineering (Kaggle)
JOB1176,AI Security Engineer,Security,Lead (10+ yrs),Bootcamp/Self-taught,Python|ML Security|Cybersecurity|Red Teaming|Statistics|Linux|Agile,Education,Fully Remote,Big Tech (FAANG+),Elite (>$300k),AI Engineering (Kaggle)
JOB1177,NLP Engineer,AI Engineering,Lead (10+ yrs),Master's,Transformers|BERT|Text Processing|Hugging Face|Research|Linux,Retail,On-site,SME (51-500),Senior ($200-300k),AI Engineering (Kaggle)
JOB1178,Deep Learning Engineer,AI Engineering,Senior (6-9 yrs),PhD,GPU Computing|TensorFlow|Neural Networks|Python|CUDA|PyTorch|Cloud,Research,Hybrid,SME (51-500),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB1179,Multimodal AI Engineer,AI Engineering,Entry (0-2 yrs),PhD,Python|Fine-tuning|Vision-Language Models|APIs|PyTorch|SQL,Automotive,On-site,Enterprise (5000+),Senior ($200-300k),AI Engineering (Kaggle)
JOB1180,AI Compliance Manager,Governance,Senior (6-9 yrs),Associate's,EU AI Act|Risk Management|Legal Knowledge|Documentation|Auditing|Linux,Finance,Fully Remote,Startup (1-50),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB1181,LLM Engineer,AI Engineering,Senior (6-9 yrs),Master's,RAG|Fine-tuning|Prompt Engineering|LLM APIs|Communication,Energy,On-site,Mid-size (501-5000),Senior ($200-300k),AI Engineering (Kaggle)
JOB1182,AI Engineer,AI Engineering,Senior (6-9 yrs),Associate's,Python|LLM Integration|Cloud (AWS/GCP/Azure)|PyTorch|Docker|Agile|Research|Git,Energy,Hybrid,Enterprise (5000+),Senior ($200-300k),AI Engineering (Kaggle)
JOB1183,AI Product Manager,Product,Entry (0-2 yrs),Bachelor's,AI Literacy|Stakeholder Mgmt|Agile|Git,Government,Fully Remote,Big Tech (FAANG+),Mid ($100-150k),AI Engineering (Kaggle)
JOB1184,Deep Learning Engineer,AI Engineering,Senior (6-9 yrs),PhD,CUDA|PyTorch|TensorFlow|Neural Networks|Python|GPU Computing|Problem Solving,Media,Fully Remote,SME (51-500),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB1185,RAG Engineer,AI Engineering,Entry (0-2 yrs),PhD,Embeddings|Python|LLMs|Problem Solving|Git|SQL,Technology,Fully Remote,Startup (1-50),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB1186,Robotics Engineer (AI),Robotics,Entry (0-2 yrs),Bootcamp/Self-taught,Control Systems|Simulation|ROS|Agile,Healthcare,On-site,Enterprise (5000+),Mid ($100-150k),AI Engineering (Kaggle)
JOB1187,MLOps Engineer,ML Operations,Mid (3-5 yrs),Bachelor's,CI/CD|Python|Cloud|Git|Research|Problem Solving,Automotive,Fully Remote,Mid-size (501-5000),Mid ($100-150k),AI Engineering (Kaggle)
JOB1188,Senior ML Engineer,AI Engineering,Mid (3-5 yrs),Master's,Python|PyTorch|System Design|LLM Fine-tuning|Distributed Systems|Leadership,Media,Fully Remote,Startup (1-50),Senior ($200-300k),AI Engineering (Kaggle)
JOB1189,MLOps Engineer,ML Operations,Lead (10+ yrs),Bachelor's,CI/CD|Cloud|MLflow|Docker|Cloud|Agile,Government,On-site,SME (51-500),Senior ($200-300k),AI Engineering (Kaggle)
JOB1190,AI Ethics Officer,Governance,Entry (0-2 yrs),Bootcamp/Self-taught,Risk Assessment|Research|AI Policy|Agile|SQL,Finance,Fully Remote,Big Tech (FAANG+),Mid ($100-150k),AI Engineering (Kaggle)
JOB1191,Prompt Engineer,AI Engineering,Entry (0-2 yrs),Bootcamp/Self-taught,LLM APIs|Python|Documentation|Testing|NLP|Agile|Git|SQL,Healthcare,Hybrid,Enterprise (5000+),Mid ($100-150k),AI Engineering (Kaggle)
JOB1192,Robotics Engineer (AI),Robotics,Senior (6-9 yrs),Associate's,Computer Vision|Control Systems|C++|Simulation|ROS|Python|Statistics,Finance,Hybrid,Big Tech (FAANG+),Mid ($100-150k),AI Engineering (Kaggle)
JOB1193,LLM Engineer,AI Engineering,Senior (6-9 yrs),Associate's,RAG|Python|Vector DBs|Prompt Engineering|Cloud|Linux,Consulting,Hybrid,Mid-size (501-5000),Senior ($200-300k),AI Engineering (Kaggle)
JOB1194,ML Engineer,AI Engineering,Senior (6-9 yrs),Bachelor's,Kubernetes|MLOps|PyTorch|SQL|Python|TensorFlow|SQL,Technology,Fully Remote,Mid-size (501-5000),Senior ($200-300k),AI Engineering (Kaggle)
JOB1195,AI Compliance Manager,Governance,Mid (3-5 yrs),Associate's,Risk Management|Auditing|Documentation|EU AI Act|Statistics,Consulting,On-site,Enterprise (5000+),Mid ($100-150k),AI Engineering (Kaggle)
JOB1196,AI Engineer,AI Engineering,Lead (10+ yrs),PhD,Cloud (AWS/GCP/Azure)|Docker|Python|Agile,Finance,On-site,Mid-size (501-5000),Senior ($200-300k),AI Engineering (Kaggle)
JOB1197,Data Scientist,Data Science,Senior (6-9 yrs),Bachelor's,Statistics|SQL|Scikit-learn|Python|Data Visualization|Leadership|Linux|SQL,Government,Hybrid,SME (51-500),Senior ($200-300k),AI Engineering (Kaggle)
JOB1198,RAG Engineer,AI Engineering,Mid (3-5 yrs),Bachelor's,Python|LangChain|LLMs|Problem Solving,Retail,Fully Remote,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle)
JOB1199,AI Compliance Manager,Governance,Senior (6-9 yrs),PhD,Documentation|Risk Management|Auditing|EU AI Act|Git,Consulting,Hybrid,Startup (1-50),Mid ($100-150k),AI Engineering (Kaggle)
JOB1200,AI Ethics Officer,Governance,Mid (3-5 yrs),Bootcamp/Self-taught,Risk Assessment|AI Policy|Communication|Research|Ethics Frameworks|Cloud,Energy,Hybrid,Startup (1-50),Mid ($100-150k),AI Engineering (Kaggle)
JOB1201,Data Engineer (AI),Data Engineering,Senior (6-9 yrs),Bachelor's,dbt|Feature Stores|Python|Airflow|Cloud|SQL|Agile,Manufacturing,Fully Remote,Big Tech (FAANG+),Mid ($100-150k),AI Engineering (Kaggle)
JOB1202,ML Engineer,AI Engineering,Lead (10+ yrs),Bootcamp/Self-taught,TensorFlow|MLOps|Python|Kubernetes|PyTorch|Linux|Research,Government,On-site,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB1203,ML Engineer,AI Engineering,Mid (3-5 yrs),Bachelor's,SQL|MLOps|PyTorch|TensorFlow|Kubernetes|Python|Agile|Research,Education,Fully Remote,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB1204,AI Research Scientist,Research,Senior (6-9 yrs),Master's,Python|Research|Publishing|Linux|Agile,Finance,Fully Remote,SME (51-500),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB1205,AI Product Manager,Product,Senior (6-9 yrs),Associate's,Agile|Data Analysis|Product Strategy|Agile,Healthcare,Hybrid,Enterprise (5000+),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB1206,AI Product Manager,Product,Senior (6-9 yrs),Master's,Stakeholder Mgmt|AI Literacy|Data Analysis|Communication|SQL,Retail,On-site,Mid-size (501-5000),Mid ($100-150k),AI Engineering (Kaggle)
JOB1207,RAG Engineer,AI Engineering,Lead (10+ yrs),Master's,Search Systems|Vector DBs|LangChain|Python|Git|Cloud,Education,Hybrid,Startup (1-50),Mid ($100-150k),AI Engineering (Kaggle)
JOB1208,LLM Engineer,AI Engineering,Mid (3-5 yrs),Bootcamp/Self-taught,RAG|LLM APIs|Prompt Engineering|SQL|Communication,Finance,Fully Remote,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle)
JOB1209,AI Engineer,AI Engineering,Entry (0-2 yrs),Bootcamp/Self-taught,Python|LLM Integration|Cloud (AWS/GCP/Azure)|Communication,Manufacturing,Hybrid,SME (51-500),Entry (<$100k),AI Engineering (Kaggle)
JOB1210,AI Engineer,AI Engineering,Senior (6-9 yrs),Bootcamp/Self-taught,Cloud (AWS/GCP/Azure)|PyTorch|Docker|Agile|Research|Git,Media,Fully Remote,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle)
JOB1211,Senior Data Scientist,Data Science,Senior (6-9 yrs),PhD,Leadership|Advanced Statistics|Python|Deep Learning|Research|Problem Solving|Git,Retail,Hybrid,Startup (1-50),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB1212,Data Scientist,Data Science,Senior (6-9 yrs),Master's,Python|Scikit-learn|Data Visualization|Cloud|Problem Solving,Manufacturing,On-site,Mid-size (501-5000),Mid ($100-150k),AI Engineering (Kaggle)
JOB1213,AI Engineer,AI Engineering,Entry (0-2 yrs),PhD,Python|Docker|PyTorch|Cloud (AWS/GCP/Azure)|Git,Consulting,On-site,SME (51-500),Entry (<$100k),AI Engineering (Kaggle)
JOB1214,AI Ethics Officer,Governance,Senior (6-9 yrs),Master's,Communication|AI Policy|Ethics Frameworks|Risk Assessment|Research|Linux,Government,Fully Remote,SME (51-500),Mid ($100-150k),AI Engineering (Kaggle)
JOB1215,Senior ML Engineer,AI Engineering,Mid (3-5 yrs),Associate's,Python|PyTorch|MLOps|Communication|Leadership,Energy,Fully Remote,Mid-size (501-5000),Senior ($200-300k),AI Engineering (Kaggle)
JOB1216,Prompt Engineer,AI Engineering,Lead (10+ yrs),Bootcamp/Self-taught,Testing|Python|Prompt Design|LLM APIs|NLP|Documentation|Statistics|Git,Manufacturing,Fully Remote,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle)
JOB1217,AI Engineer,AI Engineering,Mid (3-5 yrs),Bootcamp/Self-taught,PyTorch|LLM Integration|Docker|Python|Research,Healthcare,Fully Remote,Mid-size (501-5000),Mid ($100-150k),AI Engineering (Kaggle)
JOB1218,Data Engineer (AI),Data Engineering,Lead (10+ yrs),Associate's,dbt|Airflow|ETL|SQL|Feature Stores|Linux|Problem Solving,Retail,Fully Remote,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB1219,AI Agent Developer,AI Engineering,Entry (0-2 yrs),Bootcamp/Self-taught,AutoGen|Tool Use|APIs|Python|Planning Systems|LangChain|Linux|Research,Government,Fully Remote,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB1220,AI Solutions Architect,Architecture,Senior (6-9 yrs),PhD,Leadership|System Design|ML|Cloud|Statistics|SQL|Linux,Healthcare,Fully Remote,SME (51-500),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB1221,Multimodal AI Engineer,AI Engineering,Senior (6-9 yrs),Bootcamp/Self-taught,PyTorch|Python|Fine-tuning|SQL|Research,Technology,On-site,Mid-size (501-5000),Elite (>$300k),AI Engineering (Kaggle)
JOB1222,Senior Data Scientist,Data Science,Lead (10+ yrs),Master's,Python|ML|Deep Learning|Advanced Statistics|Causal Inference|Cloud,Automotive,Hybrid,SME (51-500),Senior ($200-300k),AI Engineering (Kaggle)
JOB1223,Prompt Engineer,AI Engineering,Entry (0-2 yrs),Bachelor's,Prompt Design|Testing|Python|Agile|Linux|Cloud,Retail,Fully Remote,Startup (1-50),Mid ($100-150k),AI Engineering (Kaggle)
JOB1224,Multimodal AI Engineer,AI Engineering,Entry (0-2 yrs),Associate's,Fine-tuning|APIs|Vision-Language Models|Python|PyTorch|SQL|Statistics,Consulting,Hybrid,Enterprise (5000+),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB1225,AI Engineer,AI Engineering,Lead (10+ yrs),PhD,Python|LLM Integration|Docker|Problem Solving|Statistics,Finance,Fully Remote,Mid-size (501-5000),Senior ($200-300k),AI Engineering (Kaggle)
JOB1226,Senior ML Engineer,AI Engineering,Senior (6-9 yrs),Bootcamp/Self-taught,LLM Fine-tuning|Python|PyTorch|Leadership|SQL|Agile,Retail,Hybrid,Mid-size (501-5000),Senior ($200-300k),AI Engineering (Kaggle)
JOB1227,AI Security Engineer,Security,Mid (3-5 yrs),PhD,Risk Analysis|ML Security|Red Teaming|Python|Statistics|Problem Solving,Media,On-site,Startup (1-50),Mid ($100-150k),AI Engineering (Kaggle)
JOB1228,LLM Engineer,AI Engineering,Entry (0-2 yrs),Bootcamp/Self-taught,Python|Vector DBs|Prompt Engineering|RAG|LLM APIs|Git|Cloud|Communication,Education,Fully Remote,Enterprise (5000+),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB1229,Prompt Engineer,AI Engineering,Lead (10+ yrs),Bootcamp/Self-taught,Documentation|LLM APIs|Testing|NLP|Research,Technology,Fully Remote,Startup (1-50),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB1230,Computer Vision Engineer,AI Engineering,Entry (0-2 yrs),Associate's,CUDA|OpenCV|PyTorch|Python|Image Processing|CNNs|Problem Solving,Consulting,Hybrid,Big Tech (FAANG+),Mid ($100-150k),AI Engineering (Kaggle)
JOB1231,Data Scientist,Data Science,Senior (6-9 yrs),Associate's,Data Visualization|SQL|Scikit-learn|Statistics|ML Algorithms|Communication|SQL|Problem Solving,Technology,On-site,Enterprise (5000+),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB1232,AI Compliance Manager,Governance,Mid (3-5 yrs),PhD,EU AI Act|Risk Management|Legal Knowledge|Auditing|Documentation|Cloud|Git,Automotive,On-site,Enterprise (5000+),Mid ($100-150k),AI Engineering (Kaggle)
JOB1233,AI Ethics Officer,Governance,Lead (10+ yrs),Master's,Communication|Research|Risk Assessment|AI Policy|Leadership,Retail,On-site,Startup (1-50),Senior ($200-300k),AI Engineering (Kaggle)
JOB1234,AI Engineer,AI Engineering,Entry (0-2 yrs),Bootcamp/Self-taught,Python|LLM Integration|Cloud (AWS/GCP/Azure)|Linux|Communication,Retail,Hybrid,Startup (1-50),Entry (<$100k),AI Engineering (Kaggle)
JOB1235,AI Ethics Officer,Governance,Entry (0-2 yrs),Associate's,Research|Communication|AI Policy|Statistics|Cloud,Manufacturing,Fully Remote,Enterprise (5000+),Mid ($100-150k),AI Engineering (Kaggle)
JOB1236,Multimodal AI Engineer,AI Engineering,Mid (3-5 yrs),Master's,Python|PyTorch|Fine-tuning|Agile,Healthcare,Fully Remote,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle)
JOB1237,AI Infrastructure Eng,Infrastructure,Entry (0-2 yrs),Associate's,Storage|Cloud|Distributed Systems|Networking|Agile|Research,Consulting,On-site,SME (51-500),Mid ($100-150k),AI Engineering (Kaggle)
JOB1238,Senior ML Engineer,AI Engineering,Entry (0-2 yrs),Bachelor's,Python|Distributed Systems|LLM Fine-tuning|MLOps|PyTorch|System Design|Problem Solving|Communication|Agile,Education,Fully Remote,Startup (1-50),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB1239,MLOps Engineer,ML Operations,Mid (3-5 yrs),PhD,Kubernetes|Python|Docker|CI/CD|Cloud|Monitoring|MLflow|Communication|Leadership,Government,Fully Remote,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle)
JOB1240,Deep Learning Engineer,AI Engineering,Mid (3-5 yrs),Bootcamp/Self-taught,TensorFlow|Neural Networks|CUDA|PyTorch|Linux|Research|Problem Solving,Retail,On-site,Enterprise (5000+),Senior ($200-300k),AI Engineering (Kaggle)
JOB1241,Robotics Engineer (AI),Robotics,Entry (0-2 yrs),PhD,C++|ROS|Control Systems|Statistics|Agile|Communication,Healthcare,Hybrid,Startup (1-50),Mid ($100-150k),AI Engineering (Kaggle)
JOB1242,AI Infrastructure Eng,Infrastructure,Senior (6-9 yrs),Bootcamp/Self-taught,Storage|Kubernetes|Cloud|Distributed Systems|CUDA|Networking|SQL|Problem Solving|Communication,Finance,Hybrid,SME (51-500),Senior ($200-300k),AI Engineering (Kaggle)
JOB1243,ML Engineer,AI Engineering,Mid (3-5 yrs),PhD,TensorFlow|Kubernetes|PyTorch|SQL|Communication|Problem Solving,Retail,Fully Remote,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle)
JOB1244,AI Research Scientist,Research,Entry (0-2 yrs),Master's,Research|Mathematics|Publishing|Agile|Research,Technology,Fully Remote,Startup (1-50),Mid ($100-150k),AI Engineering (Kaggle)
JOB1245,ML Engineer,AI Engineering,Mid (3-5 yrs),Master's,PyTorch|Kubernetes|MLOps|TensorFlow|SQL|Python|Leadership,Energy,Fully Remote,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle)
JOB1246,Generative AI Engineer,AI Engineering,Entry (0-2 yrs),Bootcamp/Self-taught,Deployment|Python|Diffusion Models|GenAI APIs|Fine-tuning|LLMs|Leadership|Problem Solving|Communication,Government,Fully Remote,Startup (1-50),Mid ($100-150k),AI Engineering (Kaggle)
JOB1247,Generative AI Engineer,AI Engineering,Lead (10+ yrs),Bootcamp/Self-taught,Diffusion Models|Deployment|LLMs|GenAI APIs|Leadership|SQL|Communication,Education,Hybrid,SME (51-500),Senior ($200-300k),AI Engineering (Kaggle)
JOB1248,AI Agent Developer,AI Engineering,Entry (0-2 yrs),Bootcamp/Self-taught,AutoGen|Planning Systems|Python|Tool Use|Statistics|Research,Education,Hybrid,Big Tech (FAANG+),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB1249,Robotics Engineer (AI),Robotics,Senior (6-9 yrs),Associate's,Simulation|C++|ROS|Git|Cloud,Manufacturing,Hybrid,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle)
JOB1250,LLM Engineer,AI Engineering,Lead (10+ yrs),Bachelor's,Prompt Engineering|RAG|Python|Vector DBs|LLM APIs|SQL,Research,Hybrid,Startup (1-50),Senior ($200-300k),AI Engineering (Kaggle)
JOB1251,Robotics Engineer (AI),Robotics,Lead (10+ yrs),Bachelor's,Control Systems|Python|ROS|Computer Vision|Linux,Manufacturing,Hybrid,Mid-size (501-5000),Senior ($200-300k),AI Engineering (Kaggle)
JOB1252,AI Research Scientist,Research,Lead (10+ yrs),Associate's,PyTorch|Publishing|Deep Learning|Research|Git,Consulting,Hybrid,Startup (1-50),Mid ($100-150k),AI Engineering (Kaggle)
JOB1253,Deep Learning Engineer,AI Engineering,Senior (6-9 yrs),Master's,TensorFlow|GPU Computing|Neural Networks|PyTorch|Research,Research,Hybrid,SME (51-500),Elite (>$300k),AI Engineering (Kaggle)
JOB1254,Senior ML Engineer,AI Engineering,Lead (10+ yrs),Associate's,System Design|Python|MLOps|Distributed Systems|PyTorch|LLM Fine-tuning|Agile|Problem Solving,Manufacturing,On-site,Mid-size (501-5000),Senior ($200-300k),AI Engineering (Kaggle)
JOB1255,Robotics Engineer (AI),Robotics,Mid (3-5 yrs),PhD,Simulation|C++|Computer Vision|Control Systems|Cloud,Education,On-site,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB1256,Multimodal AI Engineer,AI Engineering,Senior (6-9 yrs),Associate's,PyTorch|Vision-Language Models|Python|APIs|Fine-tuning|Agile|Problem Solving|Communication,Research,Hybrid,Enterprise (5000+),Senior ($200-300k),AI Engineering (Kaggle)
JOB1257,MLOps Engineer,ML Operations,Senior (6-9 yrs),Bachelor's,CI/CD|Cloud|Kubernetes|Python|Monitoring|Communication|Agile,Healthcare,Fully Remote,Startup (1-50),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB1258,NLP Engineer,AI Engineering,Senior (6-9 yrs),PhD,Transformers|Hugging Face|Python|Cloud,Healthcare,Hybrid,SME (51-500),Senior ($200-300k),AI Engineering (Kaggle)
JOB1259,AI Agent Developer,AI Engineering,Senior (6-9 yrs),Bachelor's,AutoGen|LangChain|APIs|Git,Healthcare,Fully Remote,Mid-size (501-5000),Elite (>$300k),AI Engineering (Kaggle)
JOB1260,AI Compliance Manager,Governance,Senior (6-9 yrs),Master's,Risk Management|Auditing|Documentation|Problem Solving|SQL,Retail,Fully Remote,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle)
JOB1261,Robotics Engineer (AI),Robotics,Mid (3-5 yrs),PhD,Computer Vision|Python|Control Systems|C++|Simulation|Agile|Statistics,Finance,Hybrid,Enterprise (5000+),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB1262,Senior ML Engineer,AI Engineering,Senior (6-9 yrs),Bachelor's,System Design|Distributed Systems|PyTorch|LLM Fine-tuning|MLOps|SQL|Cloud|Linux,Education,On-site,SME (51-500),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB1263,Data Scientist,Data Science,Senior (6-9 yrs),Bootcamp/Self-taught,Scikit-learn|SQL|Python|ML Algorithms|SQL|Leadership,Retail,Hybrid,Startup (1-50),Mid ($100-150k),AI Engineering (Kaggle)
JOB1264,RAG Engineer,AI Engineering,Mid (3-5 yrs),Bachelor's,Python|Vector DBs|LLMs|LangChain|Research|SQL,Retail,Hybrid,Enterprise (5000+),Senior ($200-300k),AI Engineering (Kaggle)
JOB1265,Multimodal AI Engineer,AI Engineering,Mid (3-5 yrs),Bachelor's,PyTorch|Vision-Language Models|Fine-tuning|Leadership|SQL|Agile,Media,Hybrid,Enterprise (5000+),Senior ($200-300k),AI Engineering (Kaggle)
JOB1266,RAG Engineer,AI Engineering,Senior (6-9 yrs),PhD,Search Systems|Vector DBs|LangChain|Python|Agile,Healthcare,Hybrid,Enterprise (5000+),Senior ($200-300k),AI Engineering (Kaggle)
JOB1267,Data Scientist,Data Science,Entry (0-2 yrs),PhD,Data Visualization|Statistics|SQL|Cloud,Energy,Hybrid,Mid-size (501-5000),Mid ($100-150k),AI Engineering (Kaggle)
JOB1268,Multimodal AI Engineer,AI Engineering,Lead (10+ yrs),Bachelor's,Python|APIs|Fine-tuning|PyTorch|Research|Linux|Cloud,Manufacturing,Fully Remote,Enterprise (5000+),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB1269,Senior Data Scientist,Data Science,Entry (0-2 yrs),Associate's,Python|Deep Learning|Advanced Statistics|ML|Git|Statistics|Research,Automotive,Hybrid,Startup (1-50),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB1270,AI Security Engineer,Security,Entry (0-2 yrs),Bootcamp/Self-taught,Risk Analysis|Cybersecurity|ML Security|Red Teaming|Python|Agile|Statistics,Technology,On-site,Enterprise (5000+),Mid ($100-150k),AI Engineering (Kaggle)
JOB1271,NLP Engineer,AI Engineering,Entry (0-2 yrs),Master's,Python|Transformers|BERT|LLMs|Hugging Face|Cloud|SQL,Automotive,Hybrid,Enterprise (5000+),Mid ($100-150k),AI Engineering (Kaggle)
JOB1272,Prompt Engineer,AI Engineering,Senior (6-9 yrs),Bachelor's,NLP|Testing|Prompt Design|Documentation|Communication,Media,Hybrid,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB1273,NLP Engineer,AI Engineering,Entry (0-2 yrs),Bachelor's,Python|Text Processing|Transformers|BERT|Leadership|Linux|Statistics,Automotive,On-site,Enterprise (5000+),Mid ($100-150k),AI Engineering (Kaggle)
JOB1274,LLM Engineer,AI Engineering,Lead (10+ yrs),Master's,Prompt Engineering|Vector DBs|Python|Fine-tuning|Research|Communication|Cloud,Energy,On-site,Startup (1-50),Senior ($200-300k),AI Engineering (Kaggle)
JOB1275,AI Research Scientist,Research,Entry (0-2 yrs),PhD,Python|Deep Learning|Publishing|Git|Cloud,Automotive,Hybrid,Startup (1-50),Mid ($100-150k),AI Engineering (Kaggle)
JOB1276,AI Product Manager,Product,Mid (3-5 yrs),Bootcamp/Self-taught,Product Strategy|Data Analysis|Stakeholder Mgmt|Agile|Statistics,Retail,Fully Remote,SME (51-500),Mid ($100-150k),AI Engineering (Kaggle)
JOB1277,Data Scientist,Data Science,Lead (10+ yrs),Bootcamp/Self-taught,Scikit-learn|Python|ML Algorithms|Data Visualization|Statistics|SQL|Statistics|Cloud|Git,Healthcare,Fully Remote,SME (51-500),Mid ($100-150k),AI Engineering (Kaggle)
JOB1278,Data Engineer (AI),Data Engineering,Mid (3-5 yrs),Bootcamp/Self-taught,Airflow|Feature Stores|SQL|Python|ETL|dbt|Spark|Agile|Cloud|Git,Retail,Hybrid,Enterprise (5000+),Mid ($100-150k),AI Engineering (Kaggle)
JOB1279,AI Engineer,AI Engineering,Entry (0-2 yrs),Bootcamp/Self-taught,Cloud (AWS/GCP/Azure)|LLM Integration|Docker|Python|PyTorch|Agile,Media,On-site,Startup (1-50),Entry (<$100k),AI Engineering (Kaggle)
JOB1280,Computer Vision Engineer,AI Engineering,Senior (6-9 yrs),Bootcamp/Self-taught,Python|OpenCV|CNNs|PyTorch|CUDA|Image Processing|Agile,Media,On-site,Startup (1-50),Upper-Mid ($150-200k),AI Engineering (Kaggle)
JOB1281,Senior ML Engineer,AI Engineering,Mid (3-5 yrs),Master's,MLOps|Python|Distributed Systems|PyTorch|Communication|Agile|Git,Technology,Fully Remote,Big Tech (FAANG+),Elite (>$300k),AI Engineering (Kaggle)
JOB1282,Robotics Engineer (AI),Robotics,Mid (3-5 yrs),Associate's,Control Systems|Python|ROS|Leadership,Finance,Hybrid,SME (51-500),Mid ($100-150k),AI Engineering (Kaggle)
JOB1283,AI Product Manager,Product,Senior (6-9 yrs),Associate's,Data Analysis|Agile|Stakeholder Mgmt|Product Strategy|AI Literacy|Linux,Finance,Hybrid,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle)
JOB1284,Data Engineer (AI),Data Engineering,Entry (0-2 yrs),Bachelor's,Feature Stores|ETL|SQL|Airflow|Git,Government,On-site,Startup (1-50),Mid ($100-150k),AI Engineering (Kaggle)
