job_id,job_title,job_category,experience_level,education_required,required_skills,industry,remote_work,company_size,salary_tier,source_dataset,document
JOB1102,AI Ethics Officer,Governance,Mid (3-5 yrs),Bachelor's,"Risk Assessment, Communication, AI Policy, Linux, SQL, Problem Solving",Research,Hybrid,SME (51-500),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: AI Ethics Officer. Category: Governance. Experience Level: Mid (3-5 yrs). Education Required: Bachelor's. Required Skills: Risk Assessment, Communication, AI Policy, Linux, SQL, Problem Solving. Industry: Research. Remote Work: Hybrid. Company Size: SME (51-500). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB1103,AI Security Engineer,Security,Mid (3-5 yrs),Bootcamp/Self-taught,"ML Security, Python, Risk Analysis, Red Teaming, Cybersecurity, Leadership, SQL",Retail,Hybrid,SME (51-500),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: AI Security Engineer. Category: Security. Experience Level: Mid (3-5 yrs). Education Required: Bootcamp/Self-taught. Required Skills: ML Security, Python, Risk Analysis, Red Teaming, Cybersecurity, Leadership, SQL. Industry: Retail. Remote Work: Hybrid. Company Size: SME (51-500). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB1104,AI Product Manager,Product,Lead (10+ yrs),Bootcamp/Self-taught,"Product Strategy, Agile, Stakeholder Mgmt, Data Analysis, AI Literacy, Research",Research,On-site,Startup (1-50),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: AI Product Manager. Category: Product. Experience Level: Lead (10+ yrs). Education Required: Bootcamp/Self-taught. Required Skills: Product Strategy, Agile, Stakeholder Mgmt, Data Analysis, AI Literacy, Research. Industry: Research. Remote Work: On-site. Company Size: Startup (1-50). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB1105,LLM Engineer,AI Engineering,Entry (0-2 yrs),Associate's,"Prompt Engineering, Python, Fine-tuning, LLM APIs, Vector DBs, Git, Statistics, Research",Retail,Hybrid,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: LLM Engineer. Category: AI Engineering. Experience Level: Entry (0-2 yrs). Education Required: Associate's. Required Skills: Prompt Engineering, Python, Fine-tuning, LLM APIs, Vector DBs, Git, Statistics, Research. Industry: Retail. Remote Work: Hybrid. Company Size: Mid-size (501-5000). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB1106,LLM Engineer,AI Engineering,Lead (10+ yrs),Bachelor's,"Python, Fine-tuning, Prompt Engineering, LLM APIs, Leadership",Retail,Fully Remote,Enterprise (5000+),Elite (>$300k),AI Engineering (Kaggle),"Job Title: LLM Engineer. Category: AI Engineering. Experience Level: Lead (10+ yrs). Education Required: Bachelor's. Required Skills: Python, Fine-tuning, Prompt Engineering, LLM APIs, Leadership. Industry: Retail. Remote Work: Fully Remote. Company Size: Enterprise (5000+). Salary Tier: Elite (>$300k). Source: AI Engineering (Kaggle)."
JOB1107,AI Research Scientist,Research,Entry (0-2 yrs),Master's,"Publishing, Python, PyTorch, Research, Leadership, Problem Solving",Government,Hybrid,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: AI Research Scientist. Category: Research. Experience Level: Entry (0-2 yrs). Education Required: Master's. Required Skills: Publishing, Python, PyTorch, Research, Leadership, Problem Solving. Industry: Government. Remote Work: Hybrid. Company Size: Big Tech (FAANG+). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB1108,Robotics Engineer (AI),Robotics,Lead (10+ yrs),PhD,"Computer Vision, C++, Simulation, Problem Solving, Communication, Leadership",Research,On-site,SME (51-500),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: Robotics Engineer (AI). Category: Robotics. Experience Level: Lead (10+ yrs). Education Required: PhD. Required Skills: Computer Vision, C++, Simulation, Problem Solving, Communication, Leadership. Industry: Research. Remote Work: On-site. Company Size: SME (51-500). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB1109,MLOps Engineer,ML Operations,Entry (0-2 yrs),Bootcamp/Self-taught,"MLflow, CI/CD, Python, Kubernetes, Cloud, Docker, Monitoring, Agile, Communication, Git",Finance,On-site,Startup (1-50),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: MLOps Engineer. Category: ML Operations. Experience Level: Entry (0-2 yrs). Education Required: Bootcamp/Self-taught. Required Skills: MLflow, CI/CD, Python, Kubernetes, Cloud, Docker, Monitoring, Agile, Communication, Git. Industry: Finance. Remote Work: On-site. Company Size: Startup (1-50). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB1110,Robotics Engineer (AI),Robotics,Senior (6-9 yrs),Associate's,"Python, Simulation, ROS, Computer Vision, Control Systems, C++, Research, Linux",Healthcare,On-site,Big Tech (FAANG+),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: Robotics Engineer (AI). Category: Robotics. Experience Level: Senior (6-9 yrs). Education Required: Associate's. Required Skills: Python, Simulation, ROS, Computer Vision, Control Systems, C++, Research, Linux. Industry: Healthcare. Remote Work: On-site. Company Size: Big Tech (FAANG+). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB1111,Data Engineer (AI),Data Engineering,Lead (10+ yrs),Bachelor's,"Feature Stores, Spark, Python, Airflow, Agile",Government,Fully Remote,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: Data Engineer (AI). Category: Data Engineering. Experience Level: Lead (10+ yrs). Education Required: Bachelor's. Required Skills: Feature Stores, Spark, Python, Airflow, Agile. Industry: Government. Remote Work: Fully Remote. Company Size: Mid-size (501-5000). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB1112,AI Ethics Officer,Governance,Mid (3-5 yrs),Bootcamp/Self-taught,"Research, Communication, AI Policy, Risk Assessment, Ethics Frameworks, Linux",Research,Hybrid,Enterprise (5000+),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: AI Ethics Officer. Category: Governance. Experience Level: Mid (3-5 yrs). Education Required: Bootcamp/Self-taught. Required Skills: Research, Communication, AI Policy, Risk Assessment, Ethics Frameworks, Linux. Industry: Research. Remote Work: Hybrid. Company Size: Enterprise (5000+). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB1113,AI Solutions Architect,Architecture,Lead (10+ yrs),Associate's,"Python, Cloud, System Design, Communication",Government,Fully Remote,SME (51-500),Elite (>$300k),AI Engineering (Kaggle),"Job Title: AI Solutions Architect. Category: Architecture. Experience Level: Lead (10+ yrs). Education Required: Associate's. Required Skills: Python, Cloud, System Design, Communication. Industry: Government. Remote Work: Fully Remote. Company Size: SME (51-500). Salary Tier: Elite (>$300k). Source: AI Engineering (Kaggle)."
JOB1114,AI Agent Developer,AI Engineering,Entry (0-2 yrs),Associate's,"LangChain, Planning Systems, Python, Git, Linux, SQL",Research,On-site,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: AI Agent Developer. Category: AI Engineering. Experience Level: Entry (0-2 yrs). Education Required: Associate's. Required Skills: LangChain, Planning Systems, Python, Git, Linux, SQL. Industry: Research. Remote Work: On-site. Company Size: Mid-size (501-5000). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB1115,AI Infrastructure Eng,Infrastructure,Senior (6-9 yrs),Associate's,"Kubernetes, Cloud, Networking, Distributed Systems, Storage, Problem Solving",Research,Hybrid,Enterprise (5000+),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: AI Infrastructure Eng. Category: Infrastructure. Experience Level: Senior (6-9 yrs). Education Required: Associate's. Required Skills: Kubernetes, Cloud, Networking, Distributed Systems, Storage, Problem Solving. Industry: Research. Remote Work: Hybrid. Company Size: Enterprise (5000+). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB1116,MLOps Engineer,ML Operations,Senior (6-9 yrs),Associate's,"Docker, Monitoring, MLflow, Cloud, CI/CD, Statistics, Communication",Media,On-site,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: MLOps Engineer. Category: ML Operations. Experience Level: Senior (6-9 yrs). Education Required: Associate's. Required Skills: Docker, Monitoring, MLflow, Cloud, CI/CD, Statistics, Communication. Industry: Media. Remote Work: On-site. Company Size: Mid-size (501-5000). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB1117,Data Engineer (AI),Data Engineering,Mid (3-5 yrs),PhD,"ETL, SQL, Airflow, dbt, Python, Problem Solving",Consulting,Hybrid,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: Data Engineer (AI). Category: Data Engineering. Experience Level: Mid (3-5 yrs). Education Required: PhD. Required Skills: ETL, SQL, Airflow, dbt, Python, Problem Solving. Industry: Consulting. Remote Work: Hybrid. Company Size: Big Tech (FAANG+). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB1118,AI Engineer,AI Engineering,Entry (0-2 yrs),Bootcamp/Self-taught,"PyTorch, Python, LLM Integration, Docker, Cloud (AWS/GCP/Azure), Linux, Cloud",Government,On-site,Enterprise (5000+),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: AI Engineer. Category: AI Engineering. Experience Level: Entry (0-2 yrs). Education Required: Bootcamp/Self-taught. Required Skills: PyTorch, Python, LLM Integration, Docker, Cloud (AWS/GCP/Azure), Linux, Cloud. Industry: Government. Remote Work: On-site. Company Size: Enterprise (5000+). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB1119,Senior ML Engineer,AI Engineering,Entry (0-2 yrs),Bachelor's,"MLOps, Python, System Design, PyTorch, LLM Fine-tuning, Distributed Systems, Research, SQL, Statistics",Healthcare,On-site,SME (51-500),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: Senior ML Engineer. Category: AI Engineering. Experience Level: Entry (0-2 yrs). Education Required: Bachelor's. Required Skills: MLOps, Python, System Design, PyTorch, LLM Fine-tuning, Distributed Systems, Research, SQL, Statistics. Industry: Healthcare. Remote Work: On-site. Company Size: SME (51-500). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB1120,Computer Vision Engineer,AI Engineering,Senior (6-9 yrs),PhD,"Image Processing, Python, PyTorch, CNNs, OpenCV, CUDA, Git, Leadership, Cloud",Government,Fully Remote,Enterprise (5000+),Elite (>$300k),AI Engineering (Kaggle),"Job Title: Computer Vision Engineer. Category: AI Engineering. Experience Level: Senior (6-9 yrs). Education Required: PhD. Required Skills: Image Processing, Python, PyTorch, CNNs, OpenCV, CUDA, Git, Leadership, Cloud. Industry: Government. Remote Work: Fully Remote. Company Size: Enterprise (5000+). Salary Tier: Elite (>$300k). Source: AI Engineering (Kaggle)."
JOB1121,LLM Engineer,AI Engineering,Mid (3-5 yrs),Master's,"Fine-tuning, Prompt Engineering, RAG, LLM APIs, Python, Vector DBs, Research, SQL, Linux",Automotive,Fully Remote,Big Tech (FAANG+),Elite (>$300k),AI Engineering (Kaggle),"Job Title: LLM Engineer. Category: AI Engineering. Experience Level: Mid (3-5 yrs). Education Required: Master's. Required Skills: Fine-tuning, Prompt Engineering, RAG, LLM APIs, Python, Vector DBs, Research, SQL, Linux. Industry: Automotive. Remote Work: Fully Remote. Company Size: Big Tech (FAANG+). Salary Tier: Elite (>$300k). Source: AI Engineering (Kaggle)."
JOB1122,NLP Engineer,AI Engineering,Mid (3-5 yrs),Master's,"LLMs, Transformers, Hugging Face, Python, BERT, Text Processing, Linux",Automotive,Hybrid,Startup (1-50),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: NLP Engineer. Category: AI Engineering. Experience Level: Mid (3-5 yrs). Education Required: Master's. Required Skills: LLMs, Transformers, Hugging Face, Python, BERT, Text Processing, Linux. Industry: Automotive. Remote Work: Hybrid. Company Size: Startup (1-50). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB1123,AI Product Manager,Product,Lead (10+ yrs),Bootcamp/Self-taught,"AI Literacy, Stakeholder Mgmt, Product Strategy, Data Analysis, Agile, Problem Solving",Research,On-site,SME (51-500),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: AI Product Manager. Category: Product. Experience Level: Lead (10+ yrs). Education Required: Bootcamp/Self-taught. Required Skills: AI Literacy, Stakeholder Mgmt, Product Strategy, Data Analysis, Agile, Problem Solving. Industry: Research. Remote Work: On-site. Company Size: SME (51-500). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB1124,Multimodal AI Engineer,AI Engineering,Entry (0-2 yrs),PhD,"APIs, Vision-Language Models, Python, Leadership",Retail,Hybrid,Startup (1-50),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: Multimodal AI Engineer. Category: AI Engineering. Experience Level: Entry (0-2 yrs). Education Required: PhD. Required Skills: APIs, Vision-Language Models, Python, Leadership. Industry: Retail. Remote Work: Hybrid. Company Size: Startup (1-50). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB1125,Senior Data Scientist,Data Science,Lead (10+ yrs),PhD,"Causal Inference, Leadership, Advanced Statistics, ML, Python, Statistics, Cloud",Energy,Hybrid,Startup (1-50),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: Senior Data Scientist. Category: Data Science. Experience Level: Lead (10+ yrs). Education Required: PhD. Required Skills: Causal Inference, Leadership, Advanced Statistics, ML, Python, Statistics, Cloud. Industry: Energy. Remote Work: Hybrid. Company Size: Startup (1-50). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB1126,AI Infrastructure Eng,Infrastructure,Mid (3-5 yrs),Master's,"Networking, Kubernetes, Storage, Distributed Systems, CUDA, Cloud, Communication, Problem Solving",Finance,Hybrid,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: AI Infrastructure Eng. Category: Infrastructure. Experience Level: Mid (3-5 yrs). Education Required: Master's. Required Skills: Networking, Kubernetes, Storage, Distributed Systems, CUDA, Cloud, Communication, Problem Solving. Industry: Finance. Remote Work: Hybrid. Company Size: Mid-size (501-5000). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB1127,Generative AI Engineer,AI Engineering,Lead (10+ yrs),Bachelor's,"GenAI APIs, Diffusion Models, Python, Problem Solving, Statistics",Healthcare,Hybrid,Startup (1-50),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: Generative AI Engineer. Category: AI Engineering. Experience Level: Lead (10+ yrs). Education Required: Bachelor's. Required Skills: GenAI APIs, Diffusion Models, Python, Problem Solving, Statistics. Industry: Healthcare. Remote Work: Hybrid. Company Size: Startup (1-50). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB1128,AI Agent Developer,AI Engineering,Entry (0-2 yrs),Master's,"APIs, Tool Use, Planning Systems, Leadership, Linux",Government,Hybrid,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: AI Agent Developer. Category: AI Engineering. Experience Level: Entry (0-2 yrs). Education Required: Master's. Required Skills: APIs, Tool Use, Planning Systems, Leadership, Linux. Industry: Government. Remote Work: Hybrid. Company Size: Mid-size (501-5000). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB1129,AI Engineer,AI Engineering,Lead (10+ yrs),Master's,"PyTorch, Cloud (AWS/GCP/Azure), LLM Integration, Python, Problem Solving, Research",Retail,Hybrid,SME (51-500),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: AI Engineer. Category: AI Engineering. Experience Level: Lead (10+ yrs). Education Required: Master's. Required Skills: PyTorch, Cloud (AWS/GCP/Azure), LLM Integration, Python, Problem Solving, Research. Industry: Retail. Remote Work: Hybrid. Company Size: SME (51-500). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB1130,AI Infrastructure Eng,Infrastructure,Senior (6-9 yrs),Associate's,"Cloud, Storage, CUDA, Kubernetes, Networking, Distributed Systems, Communication, Linux",Government,Hybrid,Enterprise (5000+),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: AI Infrastructure Eng. Category: Infrastructure. Experience Level: Senior (6-9 yrs). Education Required: Associate's. Required Skills: Cloud, Storage, CUDA, Kubernetes, Networking, Distributed Systems, Communication, Linux. Industry: Government. Remote Work: Hybrid. Company Size: Enterprise (5000+). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB1131,Data Scientist,Data Science,Mid (3-5 yrs),Associate's,"ML Algorithms, Python, SQL, Agile, Leadership, Statistics",Automotive,Hybrid,Startup (1-50),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: Data Scientist. Category: Data Science. Experience Level: Mid (3-5 yrs). Education Required: Associate's. Required Skills: ML Algorithms, Python, SQL, Agile, Leadership, Statistics. Industry: Automotive. Remote Work: Hybrid. Company Size: Startup (1-50). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB1132,AI Research Scientist,Research,Senior (6-9 yrs),Bootcamp/Self-taught,"Deep Learning, Publishing, Mathematics, Python, Research, Communication",Education,Hybrid,SME (51-500),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: AI Research Scientist. Category: Research. Experience Level: Senior (6-9 yrs). Education Required: Bootcamp/Self-taught. Required Skills: Deep Learning, Publishing, Mathematics, Python, Research, Communication. Industry: Education. Remote Work: Hybrid. Company Size: SME (51-500). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB1133,Senior ML Engineer,AI Engineering,Entry (0-2 yrs),Bootcamp/Self-taught,"LLM Fine-tuning, System Design, MLOps, PyTorch, Distributed Systems, Problem Solving, Leadership, Agile",Government,On-site,Big Tech (FAANG+),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: Senior ML Engineer. Category: AI Engineering. Experience Level: Entry (0-2 yrs). Education Required: Bootcamp/Self-taught. Required Skills: LLM Fine-tuning, System Design, MLOps, PyTorch, Distributed Systems, Problem Solving, Leadership, Agile. Industry: Government. Remote Work: On-site. Company Size: Big Tech (FAANG+). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB1134,AI Compliance Manager,Governance,Mid (3-5 yrs),Bachelor's,"Risk Management, Legal Knowledge, EU AI Act, Leadership",Technology,Hybrid,SME (51-500),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: AI Compliance Manager. Category: Governance. Experience Level: Mid (3-5 yrs). Education Required: Bachelor's. Required Skills: Risk Management, Legal Knowledge, EU AI Act, Leadership. Industry: Technology. Remote Work: Hybrid. Company Size: SME (51-500). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB1135,AI Product Manager,Product,Lead (10+ yrs),Associate's,"Agile, Data Analysis, AI Literacy, Stakeholder Mgmt, Research, Statistics",Finance,Fully Remote,Mid-size (501-5000),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: AI Product Manager. Category: Product. Experience Level: Lead (10+ yrs). Education Required: Associate's. Required Skills: Agile, Data Analysis, AI Literacy, Stakeholder Mgmt, Research, Statistics. Industry: Finance. Remote Work: Fully Remote. Company Size: Mid-size (501-5000). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB1136,AI Security Engineer,Security,Lead (10+ yrs),Associate's,"Cybersecurity, Python, Risk Analysis, ML Security, Red Teaming, Agile, Statistics",Finance,On-site,Mid-size (501-5000),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: AI Security Engineer. Category: Security. Experience Level: Lead (10+ yrs). Education Required: Associate's. Required Skills: Cybersecurity, Python, Risk Analysis, ML Security, Red Teaming, Agile, Statistics. Industry: Finance. Remote Work: On-site. Company Size: Mid-size (501-5000). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB1137,RAG Engineer,AI Engineering,Entry (0-2 yrs),Master's,"Search Systems, Embeddings, LangChain, Python, Communication, Statistics, Research",Technology,Fully Remote,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: RAG Engineer. Category: AI Engineering. Experience Level: Entry (0-2 yrs). Education Required: Master's. Required Skills: Search Systems, Embeddings, LangChain, Python, Communication, Statistics, Research. Industry: Technology. Remote Work: Fully Remote. Company Size: Mid-size (501-5000). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB1138,MLOps Engineer,ML Operations,Mid (3-5 yrs),Associate's,"Python, Monitoring, Docker, Cloud, Problem Solving, Leadership, Communication",Technology,Fully Remote,SME (51-500),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: MLOps Engineer. Category: ML Operations. Experience Level: Mid (3-5 yrs). Education Required: Associate's. Required Skills: Python, Monitoring, Docker, Cloud, Problem Solving, Leadership, Communication. Industry: Technology. Remote Work: Fully Remote. Company Size: SME (51-500). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB1139,AI Engineer,AI Engineering,Entry (0-2 yrs),Associate's,"PyTorch, LLM Integration, Docker, Cloud (AWS/GCP/Azure), Python, Agile, Git, Communication",Manufacturing,Hybrid,Enterprise (5000+),Entry (<$100k),AI Engineering (Kaggle),"Job Title: AI Engineer. Category: AI Engineering. Experience Level: Entry (0-2 yrs). Education Required: Associate's. Required Skills: PyTorch, LLM Integration, Docker, Cloud (AWS/GCP/Azure), Python, Agile, Git, Communication. Industry: Manufacturing. Remote Work: Hybrid. Company Size: Enterprise (5000+). Salary Tier: Entry (<$100k). Source: AI Engineering (Kaggle)."
JOB1140,Data Engineer (AI),Data Engineering,Senior (6-9 yrs),Associate's,"SQL, Airflow, Spark, ETL, Feature Stores, Python, dbt, Leadership, Linux",Consulting,Fully Remote,Enterprise (5000+),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: Data Engineer (AI). Category: Data Engineering. Experience Level: Senior (6-9 yrs). Education Required: Associate's. Required Skills: SQL, Airflow, Spark, ETL, Feature Stores, Python, dbt, Leadership, Linux. Industry: Consulting. Remote Work: Fully Remote. Company Size: Enterprise (5000+). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB1141,NLP Engineer,AI Engineering,Mid (3-5 yrs),PhD,"Transformers, BERT, Text Processing, Python, Hugging Face, LLMs, Research, Problem Solving, Leadership",Retail,Hybrid,Mid-size (501-5000),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: NLP Engineer. Category: AI Engineering. Experience Level: Mid (3-5 yrs). Education Required: PhD. Required Skills: Transformers, BERT, Text Processing, Python, Hugging Face, LLMs, Research, Problem Solving, Leadership. Industry: Retail. Remote Work: Hybrid. Company Size: Mid-size (501-5000). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB1142,Senior ML Engineer,AI Engineering,Senior (6-9 yrs),Associate's,"LLM Fine-tuning, Distributed Systems, PyTorch, Statistics, Leadership, Cloud",Research,Hybrid,Enterprise (5000+),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: Senior ML Engineer. Category: AI Engineering. Experience Level: Senior (6-9 yrs). Education Required: Associate's. Required Skills: LLM Fine-tuning, Distributed Systems, PyTorch, Statistics, Leadership, Cloud. Industry: Research. Remote Work: Hybrid. Company Size: Enterprise (5000+). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB1143,AI Research Scientist,Research,Senior (6-9 yrs),Associate's,"Deep Learning, Publishing, Mathematics, PyTorch, Communication, Git, Research",Automotive,Hybrid,Startup (1-50),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: AI Research Scientist. Category: Research. Experience Level: Senior (6-9 yrs). Education Required: Associate's. Required Skills: Deep Learning, Publishing, Mathematics, PyTorch, Communication, Git, Research. Industry: Automotive. Remote Work: Hybrid. Company Size: Startup (1-50). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB1144,Multimodal AI Engineer,AI Engineering,Entry (0-2 yrs),Associate's,"APIs, Vision-Language Models, Fine-tuning, Cloud",Manufacturing,Fully Remote,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: Multimodal AI Engineer. Category: AI Engineering. Experience Level: Entry (0-2 yrs). Education Required: Associate's. Required Skills: APIs, Vision-Language Models, Fine-tuning, Cloud. Industry: Manufacturing. Remote Work: Fully Remote. Company Size: Mid-size (501-5000). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB1145,Senior Data Scientist,Data Science,Lead (10+ yrs),Master's,"ML, Deep Learning, Python, Linux",Automotive,Hybrid,SME (51-500),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: Senior Data Scientist. Category: Data Science. Experience Level: Lead (10+ yrs). Education Required: Master's. Required Skills: ML, Deep Learning, Python, Linux. Industry: Automotive. Remote Work: Hybrid. Company Size: SME (51-500). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB1146,AI Product Manager,Product,Lead (10+ yrs),Bachelor's,"Agile, Data Analysis, Stakeholder Mgmt, AI Literacy, Git, Research",Government,Hybrid,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: AI Product Manager. Category: Product. Experience Level: Lead (10+ yrs). Education Required: Bachelor's. Required Skills: Agile, Data Analysis, Stakeholder Mgmt, AI Literacy, Git, Research. Industry: Government. Remote Work: Hybrid. Company Size: Big Tech (FAANG+). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB1147,Robotics Engineer (AI),Robotics,Lead (10+ yrs),Master's,"Control Systems, ROS, C++, Python, Simulation, Problem Solving, Agile, Statistics",Media,Fully Remote,Startup (1-50),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: Robotics Engineer (AI). Category: Robotics. Experience Level: Lead (10+ yrs). Education Required: Master's. Required Skills: Control Systems, ROS, C++, Python, Simulation, Problem Solving, Agile, Statistics. Industry: Media. Remote Work: Fully Remote. Company Size: Startup (1-50). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB1148,AI Security Engineer,Security,Lead (10+ yrs),Bootcamp/Self-taught,"Cybersecurity, Red Teaming, ML Security, Linux",Automotive,Hybrid,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: AI Security Engineer. Category: Security. Experience Level: Lead (10+ yrs). Education Required: Bootcamp/Self-taught. Required Skills: Cybersecurity, Red Teaming, ML Security, Linux. Industry: Automotive. Remote Work: Hybrid. Company Size: Big Tech (FAANG+). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB1149,AI Engineer,AI Engineering,Entry (0-2 yrs),Master's,"Docker, PyTorch, Cloud (AWS/GCP/Azure), Python, LLM Integration, Research",Technology,Fully Remote,Startup (1-50),Entry (<$100k),AI Engineering (Kaggle),"Job Title: AI Engineer. Category: AI Engineering. Experience Level: Entry (0-2 yrs). Education Required: Master's. Required Skills: Docker, PyTorch, Cloud (AWS/GCP/Azure), Python, LLM Integration, Research. Industry: Technology. Remote Work: Fully Remote. Company Size: Startup (1-50). Salary Tier: Entry (<$100k). Source: AI Engineering (Kaggle)."
JOB1150,ML Engineer,AI Engineering,Mid (3-5 yrs),Master's,"MLOps, Kubernetes, PyTorch, Python, Leadership, Cloud",Consulting,Hybrid,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: ML Engineer. Category: AI Engineering. Experience Level: Mid (3-5 yrs). Education Required: Master's. Required Skills: MLOps, Kubernetes, PyTorch, Python, Leadership, Cloud. Industry: Consulting. Remote Work: Hybrid. Company Size: Big Tech (FAANG+). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
